date_added,Month,type,Title,director,cast,country,release_year,rating,duration,listed_in,description,Unnamed: 0,Age,RottenTomatoes,Netflix
"October 17, 2019",October,Movie,The Karate Kid,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Yu Rongguang, Zhensu Wu, Zhiheng Wang, Zhenwei Wang, Shijia Lü, Yi Zhao","United States, China",2010,PG,140 min,"Children & Family Movies, Dramas","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",187,7+,79/100,1
"April 7, 2017",April,Movie,Win It All,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement",United States,2017,TV-MA,89 min,"Comedies, Independent Movies, Romantic Movies","After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",416,18+,72/100,1
"November 18, 2018",November,Movie,The Pixar Story,Leslie Iwerks,Stacy Keach,United States,2007,G,89 min,Documentaries,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,83,all,84/100,1
"December 15, 2020",December,Movie,The Professor and the Madman,Farhad Safinia,"Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Steve Coogan, Stephen Dillane, Ioan Gruffudd, Jennifer Ehle, Jeremy Irvine, David O'Hara, Anthony Andrews","Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2019,TV-14,125 min,"Dramas, Independent Movies","While working on the first Oxford English Dictionary, a scholar receives thousands of entries from a doctor with a lengthy vocabulary and dark secrets.",397,,73/100,1
"July 31, 2019",July,Movie,The Red Sea Diving Resort,Gideon Raff,"Chris Evans, Michael Kenneth Williams, Haley Bennett, Alessandro Nivola, Michiel Huisman, Alex Hassell, Mark Ivanir, Chris Chalk, Greg Kinnear, Ben Kingsley",Canada,2019,TV-MA,130 min,"Dramas, Thrillers",Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,303,18+,75/100,1
"September 11, 2018",September,Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,2018,TV-MA,123 min,"Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",120,18+,82/100,1
"December 11, 2019",December,Movie,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019,TV-MA,143 min,"Dramas, International Movies","After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story.",159,,80/100,1
"July 17, 2015",July,Movie,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,2015,TV-14,92 min,"Documentaries, Stand-Up Comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,229,,77/100,1
"March 13, 2019",March,Movie,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,2019,R,126 min,Action & Adventure,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",440,18+,72/100,1
"September 12, 2019",September,Movie,Turbo,David Soren,"Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman",United States,2013,PG,96 min,"Children & Family Movies, Comedies",A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,436,7+,72/100,1
"August 18, 2017",August,Movie,What Happened to Monday,Tommy Wirkola,"Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari, Christian Rubeck, Pål Sverre Hagen, Tomiwa Edun, Cassie Clare, Cameron Jack, Clara Read, Robert Wagner","United Kingdom, France, United States, Belgium",2017,TV-MA,124 min,"Action & Adventure, Sci-Fi & Fantasy","In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",60,18+,86/100,1
"February 25, 2018",February,Movie,Veronica,Paco Plaza,"Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo",Spain,2017,TV-MA,105 min,"Horror Movies, International Movies, Thrillers","In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",129,18+,81/100,1
"November 7, 2014",November,Movie,Virunga,Orlando von Einsiedel,,"United Kingdom,",2014,TV-MA,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,17,16+,90/100,1
"June 26, 2015",June,Movie,"What Happened, Miss Simone?",Liz Garbus,,United States,2015,TV-14,103 min,"Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",88,,84/100,1
"October 9, 2015",October,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,"United Kingdom, Ukraine, United States",2015,TV-MA,99 min,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",25,16+,89/100,1
